ScanID,EchoTime,RepetitionTime,InversionTime
sub-OAS30390_ses-d2428_T1w,0.00316,2.4,1.0
sub-OAS30390_ses-d2428_T2w,0.455,3.2,
sub-OAS30056_ses-d3491_T1w,0.00295,2.3,0.9
sub-OAS30056_ses-d3491_FLAIR,0.091,9.0,2.5
sub-OAS30350_ses-d0018_run-02_T1w,0.00316,2.4,1.0
sub-OAS30350_ses-d0018_T2w,0.455,3.2,
sub-OAS31039_sess-d2184_T1w,0.00295,2.3,0.9
sub-OAS31039_sess-d2184_FLAIR,0.091,9.0,2.5
sub-OAS30496_sess-d2304_T2w,0.564,3.2,
sub-OAS30496_sess-d2304_FLAIR,0.091,9.0,
sub-OAS30496_sess-d2304_T1w,0.00295,2.3,
sub-OAS31396_sess-d0068_run-02_T2w,0.564,3.2,
sub-OAS31396_sess-d0068_run-02_T1w,0.00295,2.3,0.9
sub-OAS31396_sess-d0068_run-02_FLAIR,0.091,9.0,2.5
sub-OAS30969_ses-d1345_T2w,0.455,3.2,
sub-OAS30969_ses-d1345_run-02_T1w,0.00316,2.4,1.0
sub-OAS30664_ses-d0226_T2w,0.455,3.2,
sub-OAS30664_ses-d0226_run-02_T1w,0.00316,2.4,1.0
sub-OAS30368_ses-d2379_T1w,0.00316,2.4,1.0
sub-OAS30368_ses-d2379_T2w,0.455,3.2,
sub-OAS30369_ses-d6215_T1w,0.00313,2.4,1.0
sub-OAS30251_ses-d2954_T1w,0.00316,2.4,1.0
sub-OAS30251_ses-d2954_T2w,0.455,3.2,
sub-OAS30251_ses-d2954_FLAIR,0.076,9.0,2.5
sub-OAS30006_ses-d2341_T1w,0.00316,2.4,1.0
sub-OAS30006_ses-d2341_T2w,0.455,3.2,
sub-OAS30143_ses-d3856_T1w,0.00213,2.4,1.0
sub-OAS30709_ses-d0885_T1w,0.00393,1.9,1.1
sub-OAS30735_ses-d2484_T2w,0.455,3.2,
sub-OAS30735_ses-d2484_FLAIR,0.076,9.0,2.5
sub-OAS30735_ses-d2484_T1w,0.00316,2.4,1.0
sub-OAS31023_ses-d2484_T2w,0.455,3.2,
sub-OAS31023_ses-d2484_T1w,0.00316,2.4,1.0
sub-OAS30178_ses-d2443_T1w,0.00316,2.4,1.0
sub-OAS30178_ses-d2443_FLAIR,0.076,9.0,2.5
sub-OAS30178_ses-d2443_T2w,0.455,3.2,
sub-OAS30811_ses-d7690_run-02_T1w,0.00316,2.4,1.0
sub-OAS30811_ses-d7690_T2w,0.455,3.2,
sub-OAS30770_ses-d2131_FLAIR,0.076,9.0,2.5
sub-OAS30770_ses-d2131_T1w,0.00316,2.4,1.0
sub-OAS30770_ses-d2131_T2w,0.455,3.2,
sub-OAS31429_sess-d0062_FLAIR,0.091,9.0,2.5
sub-OAS31429_sess-d0062_T1w,0.00295,2.3,0.9
sub-OAS30786_ses-d1826_run-02_T1w,0.00316,2.4,1.0
sub-OAS30786_ses-d1826_T2w,0.455,3.2,
sub-OAS30367_sess-d5611_FLAIR,0.394,5.0,
sub-OAS30367_sess-d5611_T1w,0.00275,2.4,
sub-OAS30367_sess-d5611_T2w,0.567,3.2,
sub-OAS30065_ses-d0548_T2w,0.455,3.2,
sub-OAS30065_ses-d0548_T1w,0.00316,2.4,1.0
sub-OAS30229_ses-d0101_T1w,0.00295,2.3,0.9
sub-OAS30229_ses-d0101_FLAIR,0.091,9.0,2.5
sub-OAS30882_ses-d0191_T1w,0.00316,2.4,1.0
sub-OAS30882_ses-d0191_T2w,0.455,3.2,
sub-OAS31010_sess-d0086_T1w,0.00295,2.3,0.9
sub-OAS31010_sess-d0086_FLAIR,0.091,9.0,2.5
sub-OAS30312_ses-d0068_T1w,0.00295,2.3,0.9
sub-OAS30312_ses-d0068_run-02_FLAIR,0.091,9.0,2.5
sub-OAS30690_ses-d0042_FLAIR,0.091,9.0,2.5
sub-OAS30690_ses-d0042_T1w,0.00295,2.3,0.9
sub-OAS31016_ses-d0126_T1w,0.00316,2.4,1.0
sub-OAS31016_ses-d0126_T2w,0.455,3.2,
sub-OAS31260_sess-d0138_T1w,0.00295,2.3,0.9
sub-OAS31260_sess-d0138_FLAIR,0.091,9.0,2.5
sub-OAS30788_ses-d2927_T1w,0.00295,2.3,0.9
sub-OAS30788_ses-d2927_FLAIR,0.091,9.0,2.5
sub-OAS30931_ses-d0489_T1w,0.00316,2.4,1.0
sub-OAS30931_ses-d0489_T2w,0.455,3.2,
sub-OAS30935_ses-d0427_T2w,0.455,3.2,
sub-OAS30935_ses-d0427_run-02_T1w,0.00316,2.4,1.0
sub-OAS31400_sess-d0073_T1w,0.00295,2.3,
sub-OAS31400_sess-d0073_FLAIR,0.094,9.0,
sub-OAS30934_ses-d2150_T1w,0.00295,2.3,0.9
sub-OAS30934_ses-d2150_FLAIR,0.091,9.0,2.5
sub-OAS30703_ses-d0076_run-02_T1w,0.00316,2.4,1.0
sub-OAS30703_ses-d0076_T2w,0.455,3.2,
sub-OAS31302_sess-d0056_run-02_FLAIR,0.091,9.0,
sub-OAS31302_sess-d0056_T2w,0.564,3.2,
sub-OAS31302_sess-d0056_T1w,0.00295,2.3,
sub-OAS30759_ses-d0063_FLAIR,0.091,9.0,2.5
sub-OAS30759_ses-d0063_T1w,0.00295,2.3,0.9
sub-OAS30109_ses-d0270_T1w,0.00393,1.9,1.1
sub-OAS30068_sess-d0838_FLAIR,0.091,9.0,2.5
sub-OAS30068_sess-d0838_T2w,0.089,4.0,
sub-OAS30068_sess-d0838_T1w,0.00295,2.3,0.9
sub-OAS30160_sess-d3534_T1w,0.00295,2.3,0.9
sub-OAS30160_sess-d3534_FLAIR,0.091,9.0,2.5
sub-OAS31147_sess-d1218_T1w,0.00295,2.3,0.9
sub-OAS31147_sess-d1218_FLAIR,0.091,9.0,2.5
sub-OAS30263_ses-d2483_T2w,0.455,3.2,
sub-OAS30263_ses-d2483_T1w,0.00316,2.4,1.0
sub-OAS31164_ses-d0069_run-02_T1w,0.00316,2.4,1.0
sub-OAS31164_ses-d0069_T2w,0.455,3.2,
sub-OAS30614_ses-d2872_T2w,0.455,3.2,
sub-OAS30614_ses-d2872_run-02_T1w,0.00316,2.4,1.0
sub-OAS30270_ses-d0070_T1w,0.00295,2.3,0.9
sub-OAS30270_ses-d0070_FLAIR,0.091,9.0,2.5
sub-OAS31007_ses-d0304_run-02_T1w,0.00316,2.4,1.0
sub-OAS31007_ses-d0304_T2w,0.455,3.2,
sub-OAS30233_ses-d3867_T1w,0.00316,2.4,1.0
sub-OAS30233_ses-d3867_T2w,0.455,3.2,
sub-OAS30561_ses-d0106_FLAIR,0.091,9.0,2.5
sub-OAS30561_ses-d0106_T1w,0.00295,2.3,0.9
sub-OAS30212_ses-d0753_T2w,0.455,3.2,
sub-OAS30212_ses-d0753_run-02_T1w,0.00316,2.4,1.0
sub-OAS30532_ses-d0047_run-02_T1w,0.00316,2.4,1.0
sub-OAS30532_ses-d0047_T2w,0.455,3.2,
sub-OAS30538_ses-d0105_T1w,0.00295,2.3,0.9
sub-OAS30538_ses-d0105_FLAIR,0.091,9.0,2.5
sub-OAS30525_ses-d0671_T2w,0.455,3.2,
sub-OAS30525_ses-d0671_run-02_T1w,0.00316,2.4,1.0
sub-OAS30619_ses-d2640_run-02_T1w,0.00316,2.4,1.0
sub-OAS30619_ses-d2640_T2w,0.455,3.2,
sub-OAS31142_ses-d2109_T2w,0.455,3.2,
sub-OAS31142_ses-d2109_T1w,0.00316,2.4,1.0
sub-OAS30930_ses-d0414_run-02_T1w,0.00316,2.4,1.0
sub-OAS30930_ses-d0414_T2w,0.455,3.2,
sub-OAS30725_ses-d0160_T2w,0.455,3.2,
sub-OAS30725_ses-d0160_run-02_T1w,0.00316,2.4,1.0
sub-OAS30040_ses-d4230_T2w,0.455,3.2,
sub-OAS30040_ses-d4230_run-02_T1w,0.00316,2.4,1.0
sub-OAS30799_ses-d0557_run-02_T1w,0.00316,2.4,1.0
sub-OAS30799_ses-d0557_T2w,0.455,3.2,
sub-OAS30517_ses-d0072_T2w,0.455,3.2,
sub-OAS30517_ses-d0072_run-02_T1w,0.00316,2.4,1.0
sub-OAS30591_ses-d0914_T2w,0.455,3.2,
sub-OAS30591_ses-d0914_run-02_T1w,0.00316,2.4,1.0
sub-OAS31326_sess-d0028_T1w,0.00295,2.3,0.9
sub-OAS31326_sess-d0028_FLAIR,0.091,9.0,2.5
sub-OAS31218_sess-d0067_T2w,0.564,3.2,
sub-OAS31218_sess-d0067_FLAIR,0.091,9.0,
sub-OAS31218_sess-d0067_T1w,0.00295,2.3,
sub-OAS31081_sess-d5241_FLAIR,0.091,9.0,
sub-OAS31081_sess-d5241_T1w,0.00295,2.3,
sub-OAS30263_ses-d0129_T2w,0.455,3.2,
sub-OAS30263_ses-d0129_run-02_T1w,0.00308,2.4,1.0
sub-OAS31277_sess-d0084_FLAIR,0.091,9.0,2.5
sub-OAS31277_sess-d0084_T1w,0.00295,2.3,0.9
sub-OAS30734_ses-d0097_run-02_T1w,0.00308,2.4,1.0
sub-OAS30734_ses-d0097_T2w,0.455,3.2,
sub-OAS30462_ses-d0034_run-02_T1w,0.00213,2.4,1.0
sub-OAS30462_ses-d0034_T2w,0.454,3.2,
sub-OAS30462_ses-d0034_FLAIR,0.091,9.0,2.5
sub-OAS30403_ses-d2379_T1w,0.00316,2.4,1.0
sub-OAS30403_ses-d2379_T2w,0.455,3.2,
sub-OAS30673_ses-d0043_T1w,0.00393,1.9,1.1
sub-OAS31177_sess-d0149_FLAIR,0.394,5.0,
sub-OAS31177_sess-d0149_T1w,0.00275,2.4,
sub-OAS30175_ses-d0349_T2w,0.455,3.2,
sub-OAS30175_ses-d0349_run-02_T1w,0.00316,2.4,1.0
sub-OAS30507_ses-d2411_T1w,0.00213,2.4,1.0
sub-OAS31099_ses-d0086_T1w,0.00393,1.9,1.1
sub-OAS31019_ses-d0076_FLAIR,0.076,9.0,2.5
sub-OAS31019_ses-d0076_T1w,0.00316,2.4,1.0
sub-OAS31019_ses-d0076_T2w,0.455,3.2,
sub-OAS31013_ses-d0039_T1w,0.00316,2.4,1.0
sub-OAS31013_ses-d0039_T2w,0.455,3.2,
sub-OAS30933_ses-d2251_T1w,0.00313,2.4,1.0
sub-OAS30564_ses-d1664_T2w,0.455,3.2,
sub-OAS30564_ses-d1664_run-02_T1w,0.00316,2.4,1.0
sub-OAS30966_ses-d1267_run-02_T1w,0.00316,2.4,1.0
sub-OAS30966_ses-d1267_T2w,0.455,3.2,
sub-OAS30355_ses-d0861_T1w,0.00295,2.3,0.9
sub-OAS30355_ses-d0861_FLAIR,0.091,9.0,2.5
sub-OAS30671_ses-d0267_run-02_T1w,0.00308,2.4,1.0
sub-OAS30671_ses-d0267_T2w,0.455,3.2,
sub-OAS30413_ses-d1533_run-02_T1w,0.00316,2.4,1.0
sub-OAS30413_ses-d1533_T2w,0.455,3.2,
sub-OAS30413_ses-d1533_FLAIR,0.076,9.0,2.5
sub-OAS30369_ses-d5880_FLAIR,0.091,9.0,2.5
sub-OAS30369_ses-d5880_T1w,0.00295,2.3,0.9
sub-OAS30715_ses-d0060_T1w,0.00316,2.4,1.0
sub-OAS30715_ses-d0060_T2w,0.455,3.2,
sub-OAS31373_sess-d0133_run-02_FLAIR,0.091,9.0,2.5
sub-OAS31373_sess-d0133_T1w,0.00295,2.3,0.9
sub-OAS30707_ses-d0453_T2w,0.455,3.2,
sub-OAS30707_ses-d0453_run-02_T1w,0.00314,2.4,1.0
sub-OAS30537_sess-d2813_FLAIR,0.091,9.0,2.5
sub-OAS30537_sess-d2813_T1w,0.00295,2.3,0.9
sub-OAS30803_ses-d1966_T2w,0.455,3.2,
sub-OAS30803_ses-d1966_run-02_T1w,0.00316,2.4,1.0
sub-OAS30803_ses-d1966_FLAIR,0.076,9.0,2.5
sub-OAS31132_ses-d3576_T2w,0.455,3.2,
sub-OAS31132_ses-d3576_run-02_T1w,0.00308,2.4,1.0
sub-OAS30659_sess-d2788_run-02_T2w,0.564,3.2,
sub-OAS30659_sess-d2788_run-02_T1w,0.00295,2.3,0.9
sub-OAS30659_sess-d2788_run-02_FLAIR,0.091,9.0,2.5
sub-OAS30383_ses-d0134_T2w,0.455,3.2,
sub-OAS30383_ses-d0134_run-02_T1w,0.00316,2.4,1.0
sub-OAS30607_ses-d0117_T1w,0.00295,2.3,0.9
sub-OAS30607_ses-d0117_FLAIR,0.091,9.0,2.5
sub-OAS31139_ses-d0533_T1w,0.00316,2.4,1.0
sub-OAS31139_ses-d0533_T2w,0.455,3.2,
sub-OAS30404_ses-d0104_T1w,0.00295,2.3,0.9
sub-OAS30404_ses-d0104_FLAIR,0.091,9.0,2.5
sub-OAS30316_ses-d0018_T1w,0.00316,2.4,1.0
sub-OAS30316_ses-d0018_T2w,0.455,3.2,
sub-OAS30493_ses-d0608_T1w,0.00316,2.4,1.0
sub-OAS30493_ses-d0608_T2w,0.455,3.2,
sub-OAS30175_ses-d3219_T1w,0.00316,2.4,1.0
sub-OAS30175_ses-d3219_FLAIR,0.076,9.0,2.5
sub-OAS30175_ses-d3219_T2w,0.455,3.2,
sub-OAS30792_sess-d3410_FLAIR,0.091,9.0,2.5
sub-OAS30792_sess-d3410_T1w,0.00295,2.3,0.9
sub-OAS30608_ses-d0722_T2w,0.455,3.2,
sub-OAS30608_ses-d0722_run-02_T1w,0.00316,2.4,1.0
sub-OAS30910_ses-d1028_FLAIR,0.091,9.0,2.5
sub-OAS30910_ses-d1028_T1w,0.00295,2.3,0.9
sub-OAS30823_ses-d2722_FLAIR,0.091,9.0,2.5
sub-OAS30823_ses-d2722_T1w,0.00295,2.3,0.9
sub-OAS30825_ses-d5535_T2w,0.455,3.2,
sub-OAS30825_ses-d5535_run-02_T1w,0.00316,2.4,1.0
sub-OAS30710_ses-d1179_T2w,0.455,3.2,
sub-OAS30710_ses-d1179_T1w,0.00316,2.4,1.0
sub-OAS30710_ses-d1179_FLAIR,0.076,9.0,2.5
sub-OAS30755_ses-d2318_T2w,0.455,3.2,
sub-OAS30755_ses-d2318_T1w,0.00316,2.4,1.0
sub-OAS30356_ses-d0714_T2w,0.455,3.2,
sub-OAS30356_ses-d0714_run-02_T1w,0.00308,2.4,1.0
sub-OAS31186_sess-d0102_T1w,0.00295,2.3,0.9
sub-OAS31186_sess-d0102_FLAIR,0.091,9.0,2.5
sub-OAS30808_ses-d3453_FLAIR,0.091,9.0,2.5
sub-OAS30808_ses-d3453_T1w,0.00295,2.3,0.9
sub-OAS31000_ses-d0072_T1w,0.00295,2.3,0.9
sub-OAS31000_ses-d0072_FLAIR,0.091,9.0,2.5
sub-OAS30825_ses-d4885_run-02_T1w,0.00316,2.4,1.0
sub-OAS30825_ses-d4885_T2w,0.455,3.2,
sub-OAS31092_ses-d3113_T2w,0.455,3.2,
sub-OAS31092_ses-d3113_FLAIR,0.076,9.0,2.5
sub-OAS31092_ses-d3113_T1w,0.00316,2.4,1.0
sub-OAS31063_ses-d0917_T2w,0.455,3.2,
sub-OAS31063_ses-d0917_run-02_T1w,0.00316,2.4,1.0
sub-OAS31054_ses-d2787_FLAIR,0.091,9.0,2.5
sub-OAS31054_ses-d2787_T1w,0.00295,2.3,0.9
sub-OAS31093_ses-d0063_run-02_T1w,0.00316,2.4,1.0
sub-OAS31093_ses-d0063_T2w,0.455,3.2,
sub-OAS30414_ses-d0363_FLAIR,0.091,9.0,2.5
sub-OAS30414_ses-d0363_T1w,0.00295,2.3,0.9
sub-OAS30529_ses-d0099_T2w,0.455,3.2,
sub-OAS30529_ses-d0099_T1w,0.00316,2.4,1.0
sub-OAS31251_sess-d0197_T2w,0.564,3.2,
sub-OAS31251_sess-d0197_T1w,0.00295,2.3,
sub-OAS31251_sess-d0197_FLAIR,0.091,9.0,
sub-OAS31143_ses-d0109_run-02_T1w,0.00316,2.4,1.0
sub-OAS31143_ses-d0109_T2w,0.455,3.2,
sub-OAS30559_ses-d1236_T1w,0.00316,2.4,1.0
sub-OAS30559_ses-d1236_FLAIR,0.076,9.0,2.5
sub-OAS30559_ses-d1236_T2w,0.455,3.2,
sub-OAS30419_ses-d1139_run-02_T1w,0.00316,2.4,1.0
sub-OAS30419_ses-d1139_T2w,0.455,3.2,
sub-OAS30626_ses-d1213_run-02_T1w,0.00316,2.4,1.0
sub-OAS30626_ses-d1213_T2w,0.455,3.2,
sub-OAS30215_ses-d0098_T2w,0.455,3.2,
sub-OAS30215_ses-d0098_T1w,0.00316,2.4,1.0
sub-OAS31333_sess-d0023_run-02_FLAIR,0.094,9.0,
sub-OAS31333_sess-d0023_T2w,0.566,3.2,
sub-OAS31333_sess-d0023_T1w,0.00295,2.3,
sub-OAS30008_sess-d3363_run-02_FLAIR,0.091,9.0,2.5
sub-OAS30008_sess-d3363_run-02_T1w,0.00295,2.3,0.9
sub-OAS30008_sess-d3363_run-02_T2w,0.564,3.2,
sub-OAS30741_ses-d3184_T1w,0.00316,2.4,1.0
sub-OAS30741_ses-d3184_T2w,0.455,3.2,
sub-OAS31340_sess-d0143_FLAIR,0.091,9.0,2.5
sub-OAS31340_sess-d0143_T1w,0.00295,2.3,0.9
sub-OAS30018_ses-d0893_T2w,0.455,3.2,
sub-OAS30018_ses-d0893_T1w,0.00316,2.4,1.0
sub-OAS31090_ses-d1879_T1w,0.00316,2.4,1.0
sub-OAS31090_ses-d1879_T2w,0.455,3.2,
sub-OAS30178_ses-d0516_T2w,0.455,3.2,
sub-OAS30178_ses-d0516_run-02_T1w,0.00316,2.4,1.0
sub-OAS30674_ses-d1011_T2w,0.455,3.2,
sub-OAS30674_ses-d1011_run-02_T1w,0.00316,2.4,1.0
sub-OAS30430_ses-d0909_T1w,0.00316,2.4,1.0
sub-OAS30430_ses-d0909_T2w,0.455,3.2,
sub-OAS30722_ses-d0049_T1w,0.00316,2.4,1.0
sub-OAS30722_ses-d0049_T2w,0.455,3.2,
sub-OAS31420_sess-d0025_FLAIR,0.394,5.0,
sub-OAS31420_sess-d0025_T1w,0.00275,2.4,
sub-OAS30620_ses-d1176_T2w,0.455,3.2,
sub-OAS30620_ses-d1176_T1w,0.00316,2.4,1.0
sub-OAS31356_sess-d0091_T1w,0.00295,2.3,0.9
sub-OAS31356_sess-d0091_FLAIR,0.091,9.0,2.5
sub-OAS31228_sess-d0218_T1w,0.00295,2.3,0.9
sub-OAS31228_sess-d0218_FLAIR,0.091,9.0,2.5
sub-OAS31473_sess-d0136_FLAIR,0.091,9.0,2.5
sub-OAS31473_sess-d0136_T1w,0.00295,2.3,0.9
sub-OAS30083_ses-d0465_run-02_T1w,0.00308,2.4,1.0
sub-OAS30083_ses-d0465_T2w,0.455,3.2,
sub-OAS31170_ses-d2410_T1w,0.00316,2.4,1.0
sub-OAS31170_ses-d2410_T2w,0.455,3.2,
sub-OAS31083_ses-d1989_T1w,0.00213,2.4,1.0
sub-OAS31222_sess-d0095_T1w,0.00295,2.3,
sub-OAS30803_ses-d4473_FLAIR,0.091,9.0,2.5
sub-OAS30803_ses-d4473_T1w,0.00295,2.3,0.9
sub-OAS30625_ses-d0033_T2w,0.455,3.2,
sub-OAS30625_ses-d0033_T1w,0.00316,2.4,1.0
sub-OAS30625_ses-d0033_FLAIR,0.076,9.0,2.5
sub-OAS31221_sess-d0017_T1w,0.00295,2.3,
sub-OAS31221_sess-d0017_FLAIR,0.094,9.0,
sub-OAS31089_ses-d0023_T1w,0.00316,2.4,1.0
sub-OAS31089_ses-d0023_T2w,0.455,3.2,
sub-OAS31077_ses-d0853_T2w,0.455,3.2,
sub-OAS31077_ses-d0853_run-02_T1w,0.00316,2.4,1.0
sub-OAS31409_sess-d0042_FLAIR,0.091,9.0,2.5
sub-OAS31409_sess-d0042_T1w,0.00295,2.3,0.9
sub-OAS31409_sess-d0042_T2w,0.564,3.2,
sub-OAS30749_ses-d1157_T1w,0.00316,2.4,1.0
sub-OAS30749_ses-d1157_T2w,0.455,3.2,
sub-OAS30487_ses-d1338_T2w,0.455,3.2,
sub-OAS30487_ses-d1338_T1w,0.00316,2.4,1.0
sub-OAS30487_ses-d1338_FLAIR,0.076,9.0,2.5
sub-OAS31257_sess-d0097_T1w,0.00295,2.3,
sub-OAS31257_sess-d0097_T2w,0.566,3.2,
sub-OAS31257_sess-d0097_FLAIR,0.094,9.0,
sub-OAS30306_sess-d0678_T1w,0.00313,2.4,1.0
sub-OAS30455_ses-d2888_FLAIR,0.091,9.0,2.5
sub-OAS30455_ses-d2888_T1w,0.00295,2.3,0.9
sub-OAS30624_ses-d1643_FLAIR,0.076,9.0,2.5
sub-OAS30624_ses-d1643_T1w,0.00316,2.4,1.0
sub-OAS30624_ses-d1643_T2w,0.455,3.2,
sub-OAS30137_ses-d3165_T2w,0.455,3.2,
sub-OAS30137_ses-d3165_FLAIR,0.076,9.0,2.5
sub-OAS30137_ses-d3165_T1w,0.00316,2.4,1.0
sub-OAS31103_sess-d4815_T1w,0.00295,2.3,0.9
sub-OAS31103_sess-d4815_FLAIR,0.091,9.0,2.5
sub-OAS31408_sess-d0253_T1w,0.00295,2.3,
sub-OAS31191_sess-d0069_T1w,0.00275,2.4,
sub-OAS31191_sess-d0069_T2w,0.567,3.2,
sub-OAS31191_sess-d0069_FLAIR,0.394,5.0,
sub-OAS31072_ses-d3537_T2w,0.455,3.2,
sub-OAS31072_ses-d3537_FLAIR,0.076,9.0,2.5
sub-OAS31072_ses-d3537_T1w,0.00316,2.4,1.0
sub-OAS31137_sess-d5508_FLAIR,0.394,5.0,
sub-OAS31137_sess-d5508_T1w,0.00275,2.4,
sub-OAS30752_ses-d0608_run-02_T1w,0.00316,2.4,1.0
sub-OAS30752_ses-d0608_T2w,0.455,3.2,
sub-OAS30452_sess-d6033_FLAIR,0.394,5.0,
sub-OAS30452_sess-d6033_T2w,0.567,3.2,
sub-OAS30452_sess-d6033_T1w,0.00275,2.4,
sub-OAS30038_sess-d5770_T1w,0.00295,2.3,0.9
sub-OAS30242_sess-d1138_T1w,0.00295,2.3,0.9
sub-OAS30242_sess-d1138_FLAIR,0.091,9.0,2.5
sub-OAS30353_ses-d3421_FLAIR,0.076,9.0,2.5
sub-OAS30353_ses-d3421_T2w,0.455,3.2,
sub-OAS30353_ses-d3421_T1w,0.00316,2.4,1.0
sub-OAS30959_ses-d0714_run-02_T1w,0.00316,2.4,1.0
sub-OAS30959_ses-d0714_T2w,0.455,3.2,
sub-OAS30438_ses-d0897_T1w,0.00316,2.4,1.0
sub-OAS30438_ses-d0897_T2w,0.455,3.2,
sub-OAS30594_sess-d1166_T2w,0.566,3.2,
sub-OAS30594_sess-d1166_T1w,0.00295,2.3,
sub-OAS30594_sess-d1166_FLAIR,0.094,9.0,
sub-OAS30231_ses-d3617_T1w,0.00316,2.4,1.0
sub-OAS30231_ses-d3617_T2w,0.455,3.2,
sub-OAS30249_ses-d4416_T1w,0.00295,2.3,0.9
sub-OAS30249_ses-d4416_FLAIR,0.091,9.0,2.5
sub-OAS30410_ses-d0034_T1w,0.00295,2.3,0.9
sub-OAS30410_ses-d0034_FLAIR,0.091,9.0,2.5
sub-OAS30304_sess-d1272_T1w,0.00295,2.3,
sub-OAS30304_sess-d1272_FLAIR,0.094,9.0,
sub-OAS30304_sess-d1272_T2w,0.566,3.2,
sub-OAS31092_ses-d1211_T2w,0.455,3.2,
sub-OAS31092_ses-d1211_run-02_T1w,0.00316,2.4,1.0
sub-OAS31020_ses-d0083_T1w,0.00316,2.4,1.0
sub-OAS31020_ses-d0083_T2w,0.455,3.2,
sub-OAS30367_ses-d3396_T1w,0.00295,2.3,0.9
sub-OAS30367_ses-d3396_FLAIR,0.091,9.0,2.5
sub-OAS30873_ses-d0026_T2w,0.455,3.2,
sub-OAS30873_ses-d0026_run-02_T1w,0.00316,2.4,1.0
sub-OAS30187_ses-d0070_FLAIR,0.091,9.0,2.5
sub-OAS30187_ses-d0070_T1w,0.00295,2.3,0.9
sub-OAS31018_ses-d1208_FLAIR,0.091,9.0,2.5
sub-OAS31018_ses-d1208_T1w,0.00295,2.3,0.9
sub-OAS30348_ses-d0077_T1w,0.00295,2.3,0.9
sub-OAS30348_ses-d0077_FLAIR,0.091,9.0,2.5
sub-OAS31401_sess-d0120_T2w,0.564,3.2,
sub-OAS31401_sess-d0120_T1w,0.00295,2.3,
sub-OAS31401_sess-d0120_FLAIR,0.091,9.0,
sub-OAS31111_ses-d3618_T1w,0.00295,2.3,0.9
sub-OAS31111_ses-d3618_FLAIR,0.091,9.0,2.5
sub-OAS30898_ses-d0946_T2w,0.455,3.2,
sub-OAS30898_ses-d0946_run-02_T1w,0.00316,2.4,1.0
sub-OAS31239_sess-d0048_run-02_FLAIR,0.094,9.0,
sub-OAS31239_sess-d0048_T2w,0.566,3.2,
sub-OAS31239_sess-d0048_run-02_T1w,0.00295,2.3,
sub-OAS31023_ses-d2441_T1w,0.00295,2.3,0.9
sub-OAS31023_ses-d2441_FLAIR,0.091,9.0,2.5
sub-OAS30113_ses-d3502_T1w,0.00316,2.4,1.0
sub-OAS30113_ses-d3502_FLAIR,0.076,9.0,2.5
sub-OAS30113_ses-d3502_T2w,0.455,3.2,
sub-OAS31094_ses-d1195_FLAIR,0.076,9.0,2.5
sub-OAS31094_ses-d1195_T2w,0.455,3.2,
sub-OAS31094_ses-d1195_T1w,0.00316,2.4,1.0
sub-OAS31084_ses-d0029_T2w,0.455,3.2,
sub-OAS31084_ses-d0029_run-02_T1w,0.00316,2.4,1.0
sub-OAS31283_sess-d0344_T2w,0.566,3.2,
sub-OAS31283_sess-d0344_FLAIR,0.094,9.0,
sub-OAS31283_sess-d0344_T1w,0.00295,2.3,
sub-OAS30321_ses-d1988_FLAIR,0.091,9.0,2.5
sub-OAS30321_ses-d1988_T1w,0.00295,2.3,0.9
sub-OAS30116_ses-d0017_T2w,0.455,3.2,
sub-OAS30116_ses-d0017_run-02_T1w,0.00316,2.4,1.0
sub-OAS30320_ses-d0136_T2w,0.455,3.2,
sub-OAS30320_ses-d0136_run-02_T1w,0.00316,2.4,1.0
sub-OAS30483_ses-d0947_FLAIR,0.091,9.0,2.5
sub-OAS30483_ses-d0947_T1w,0.00295,2.3,0.9
sub-OAS31352_sess-d0132_T1w,0.00295,2.3,0.9
sub-OAS31398_sess-d0098_FLAIR,0.091,9.0,2.5
sub-OAS31398_sess-d0098_T1w,0.00295,2.3,0.9
sub-OAS30556_ses-d0035_T1w,0.00316,2.4,1.0
sub-OAS30556_ses-d0035_T2w,0.455,3.2,
sub-OAS31070_sess-d1352_T2w,0.567,3.2,
sub-OAS31070_sess-d1352_T1w,0.00275,2.4,
sub-OAS31070_sess-d1352_FLAIR,0.394,5.0,
sub-OAS30805_ses-d7028_T1w,0.00316,2.4,1.0
sub-OAS30805_ses-d7028_T2w,0.455,3.2,
sub-OAS31075_ses-d1199_T1w,0.00316,2.4,1.0
sub-OAS31462_sess-d0107_FLAIR,0.091,9.0,2.5
sub-OAS31462_sess-d0107_T1w,0.00295,2.3,0.9
sub-OAS30375_ses-d6879_T2w,0.455,3.2,
sub-OAS30375_ses-d6879_T1w,0.00316,2.4,1.0
sub-OAS30246_ses-d1591_T2w,0.455,3.2,
sub-OAS30246_ses-d1591_FLAIR,0.076,9.0,2.5
sub-OAS30246_ses-d1591_T1w,0.00316,2.4,1.0
sub-OAS30743_ses-d0645_T2w,0.455,3.2,
sub-OAS30743_ses-d0645_run-02_T1w,0.00316,2.4,1.0
sub-OAS31204_sess-d0006_T1w,0.00295,2.3,0.9
sub-OAS31204_sess-d0006_FLAIR,0.091,9.0,2.5
sub-OAS30333_ses-d2457_T1w,0.00213,2.4,1.0
sub-OAS30291_ses-d0078_T2w,0.455,3.2,
sub-OAS30291_ses-d0078_run-02_T1w,0.00316,2.4,1.0
